2018-04-04 10:22:56,510 [MainThread:11264] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'INSERT INTO "django_migrations" ("app", "name", "applied") VALUES (%s, %s, %s)' - PARAMS = (u'auth', u'0002_alter_permission_name_max_length', u'2018-04-04 02:22:56.510000'); args=['auth', u'0002_alter_permission_name_max_length', u'2018-04-04 02:22:56.510000']
2018-04-05 14:45:25,207 [Thread-76:13456] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."username" = %s' - PARAMS = (u'admin',); args=(u'admin',)
2018-04-05 14:45:26,230 [Thread-77:7968] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:45:26.229000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:45:26.229000')
2018-04-05 14:45:26,232 [Thread-77:7968] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:45:26,233 [Thread-77:7968] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."username" = %s' - PARAMS = (u'admin',); args=(u'admin',)
2018-04-05 14:45:26,234 [Thread-77:7968] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_order"."id", "bank_order"."user_id", "bank_order"."pnum", "bank_order"."time_start" FROM "bank_order" WHERE "bank_order"."user_id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:45:27,178 [Thread-78:8968] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:45:27.177000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:45:27.177000')
2018-04-05 14:45:27,180 [Thread-78:8968] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:45:27,183 [Thread-78:8968] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."username" = %s' - PARAMS = (u'admin',); args=(u'admin',)
2018-04-05 14:45:27,936 [Thread-79:12772] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:45:27.933000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:45:27.933000')
2018-04-05 14:45:27,938 [Thread-79:12772] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:45:29,227 [Thread-80:10232] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:45:29.225000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:45:29.225000')
2018-04-05 14:45:29,230 [Thread-80:10232] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:45:29,233 [Thread-80:10232] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."username" = %s' - PARAMS = (u'admin',); args=(u'admin',)
2018-04-05 14:45:33,278 [Thread-81:11436] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:45:33.276000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:45:33.276000')
2018-04-05 14:45:33,279 [Thread-81:11436] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:45:33,282 [Thread-81:11436] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."username" = %s' - PARAMS = (u'admin',); args=(u'admin',)
2018-04-05 14:45:33,282 [Thread-81:11436] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_order"."id", "bank_order"."user_id", "bank_order"."pnum", "bank_order"."time_start" FROM "bank_order" WHERE "bank_order"."user_id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:46:17,257 [Thread-83:9148] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:46:17.256000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:46:17.256000')
2018-04-05 14:46:17,259 [Thread-83:9148] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:47:54,951 [Thread-88:6740] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:47:54.950000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:47:54.950000')
2018-04-05 14:47:54,953 [Thread-88:6740] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:50:11,256 [Thread-93:9700] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:50:11.254000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:50:11.254000')
2018-04-05 14:50:11,256 [Thread-93:9700] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:50:38,198 [Thread-98:8768] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:50:38.196000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:50:38.196000')
2018-04-05 14:50:38,200 [Thread-98:8768] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:51:06,638 [Thread-103:4076] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:51:06.637000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:51:06.637000')
2018-04-05 14:51:06,641 [Thread-103:4076] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:51:17,746 [Thread-108:11612] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:51:17.744000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:51:17.744000')
2018-04-05 14:51:17,747 [Thread-108:11612] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:51:17,749 [Thread-108:11612] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."username" = %s' - PARAMS = (u'admin',); args=(u'admin',)
2018-04-05 14:51:20,497 [Thread-109:4044] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:51:20.496000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:51:20.496000')
2018-04-05 14:51:20,499 [Thread-109:4044] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:51:21,992 [Thread-110:11216] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:51:21.990000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:51:21.990000')
2018-04-05 14:51:21,994 [Thread-110:11216] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:51:21,997 [Thread-110:11216] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."username" = %s' - PARAMS = (u'admin',); args=(u'admin',)
2018-04-05 14:51:23,661 [Thread-111:3632] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:51:23.660000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:51:23.660000')
2018-04-05 14:51:23,664 [Thread-111:3632] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:51:23,664 [Thread-111:3632] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."username" = %s' - PARAMS = (u'admin',); args=(u'admin',)
2018-04-05 14:51:23,665 [Thread-111:3632] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_order"."id", "bank_order"."user_id", "bank_order"."pnum", "bank_order"."time_start" FROM "bank_order" WHERE "bank_order"."user_id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:51:25,273 [Thread-112:948] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:51:25.271000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:51:25.271000')
2018-04-05 14:51:25,275 [Thread-112:948] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:51:41,483 [Thread-113:13036] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:51:41.481000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:51:41.481000')
2018-04-05 14:51:41,486 [Thread-113:13036] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:51:41,486 [Thread-113:13036] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."username" = %s' - PARAMS = (u'admin',); args=(u'admin',)
2018-04-05 14:52:22,118 [Thread-114:12032] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:52:22.116000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:52:22.116000')
2018-04-05 14:52:22,119 [Thread-114:12032] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:52:22,121 [Thread-114:12032] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."username" = %s' - PARAMS = (u'admin',); args=(u'admin',)
2018-04-05 14:55:17,779 [Thread-119:4948] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:55:17.777000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:55:17.777000')
2018-04-05 14:55:17,780 [Thread-119:4948] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:55:17,782 [Thread-119:4948] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."username" = %s' - PARAMS = (u'admin',); args=(u'admin',)
2018-04-05 14:56:05,858 [Thread-124:9420] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:56:05.858000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:56:05.858000')
2018-04-05 14:56:05,861 [Thread-124:9420] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:56:05,862 [Thread-124:9420] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."username" = %s' - PARAMS = (u'admin',); args=(u'admin',)
2018-04-05 14:56:39,519 [Thread-129:13992] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:56:39.517000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:56:39.517000')
2018-04-05 14:56:39,522 [Thread-129:13992] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."id" = %s' - PARAMS = (1,); args=(1,)
2018-04-05 14:56:39,523 [Thread-129:13992] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "bank_user"."id", "bank_user"."password", "bank_user"."last_login", "bank_user"."is_superuser", "bank_user"."username", "bank_user"."first_name", "bank_user"."last_name", "bank_user"."email", "bank_user"."is_staff", "bank_user"."is_active", "bank_user"."date_joined", "bank_user"."avatar", "bank_user"."balance" FROM "bank_user" WHERE "bank_user"."username" = %s' - PARAMS = (u'admin',); args=(u'admin',)
2018-04-05 14:56:56,187 [Thread-134:9628] [django.db.backends:89] [utils:execute] [DEBUG]- (0.000) QUERY = u'SELECT "django_session"."session_key", "django_session"."session_data", "django_session"."expire_date" FROM "django_session" WHERE ("django_session"."session_key" = %s AND "django_session"."expire_date" > %s)' - PARAMS = (u'a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:56:56.185000'); args=('a245fy56j502pum6qu2c84n0csn62f5k', u'2018-04-05 06:56:56.185000')
